,명사_숫자
26,"[('영화', 1650), ('배우', 681), ('수애', 481), ('감독', 402), ('연기', 324), ('돈', 316), ('점', 298), ('스토리', 298), ('진짜', 271), ('생각', 248), ('박해일', 240), ('이', 238), ('평점', 232), ('왜', 219), ('그냥', 212), ('볼', 206), ('것', 201), ('보고', 196), ('내용', 175), ('신', 157), ('사람', 155), ('좀', 148), ('시간', 146), ('정말', 144), ('윤제문', 139), ('베드', 138), ('노출', 131), ('욕망', 127), ('뭐', 123), ('더', 114), ('쓰레기', 113), ('말', 112), ('야동', 111), ('장면', 107), ('별로', 105), ('현실', 103), ('최악', 102), ('거', 101), ('내', 99), ('작품', 96), ('결말', 96), ('느낌', 96), ('정도', 95), ('움', 95), ('재미', 94), ('그', 93), ('기대', 93), ('안', 93), ('듯', 87), ('걸', 87), ('나', 80), ('사회', 79), ('리얼', 79), ('연기력', 79), ('눈', 78), ('때문', 78), ('중간', 76), ('노잼', 75), ('마지막', 73), ('저', 72), ('개', 71), ('임', 68), ('역시', 67), ('알바', 64), ('뭘', 64), ('배드', 63), ('연출', 63), ('똥', 62), ('기분', 62), ('함', 62), ('수준', 62), ('이해', 62), ('끝', 61), ('보지', 61), ('수', 60), ('하나', 60), ('도', 59), ('포르노', 58), ('출연', 56), ('무슨', 55), ('마오', 55), ('김규선', 55), ('점도', 55), ('실망', 54), ('시나리오', 54), ('삼류', 53), ('마무리', 53), ('일본', 51), ('나름', 51), ('때', 51), ('예술', 51), ('드라마', 51), ('표현', 50), ('한국영', 50), ('이야기', 50), ('처음', 50), ('관객', 49), ('개연', 49), ('보기', 49), ('부자', 48)]"
27,"[('영화', 1140), ('유해진', 366), ('진짜', 232), ('돈', 212), ('평점', 211), ('점', 198), ('생각', 180), ('감동', 179), ('배우', 170), ('그냥', 165), ('왜', 151), ('연기', 140), ('보고', 135), ('이성경', 134), ('내용', 132), ('볼', 130), ('재미', 122), ('이', 115), ('정말', 112), ('스토리', 111), ('시간', 109), ('가족', 106), ('아들', 105), ('아빠', 103), ('말', 97), ('좀', 96), ('보기', 94), ('것', 92), ('뭐', 91), ('더', 90), ('저', 83), ('레슬링', 82), ('내', 82), ('나', 81), ('황우슬혜', 80), ('사람', 79), ('정도', 78), ('거', 77), ('중간', 77), ('감독', 75), ('보지', 74), ('친구', 72), ('설정', 66), ('사랑', 65), ('제목', 64), ('최악', 64), ('난', 62), ('처음', 61), ('웃음', 61), ('안', 58), ('걸', 58), ('노잼', 58), ('한국영', 54), ('쓰레기', 53), ('역시', 53), ('그', 51), ('기대', 50), ('임', 50), ('이건', 50), ('알바', 49), ('이야기', 49), ('때', 49), ('때문', 47), ('나름', 47), ('제발', 47), ('코믹', 46), ('여자', 46), ('부모', 46), ('수', 46), ('김민재', 46), ('장면', 45), ('개', 45), ('테러', 45), ('이해', 44), ('챔피언', 43), ('느낌', 42), ('함', 40), ('가족영화', 40), ('아버지', 40), ('인생', 39), ('막장', 38), ('무슨', 38), ('꼭', 37), ('부분', 37), ('별로', 37), ('코미디', 37), ('애', 36), ('엄마', 36), ('듯', 36), ('자식', 36), ('아저씨', 35), ('당', 35), ('남자', 35), ('한국', 35), ('어벤져스', 35), ('못', 34), ('게', 34), ('억지', 33), ('추천', 32), ('뭘', 32)]"
28,"[('영화', 1889), ('혜리', 1105), ('연기', 849), ('점', 541), ('평점', 532), ('볼', 516), ('진짜', 423), ('김명민', 417), ('배우', 392), ('생각', 388), ('돈', 358), ('왜', 338), ('그냥', 322), ('보고', 320), ('시간', 307), ('스토리', 303), ('좀', 280), ('정도', 274), ('괴물', 255), ('조선', 232), ('더', 223), ('정말', 221), ('이', 218), ('재미', 202), ('것', 198), ('사람', 194), ('광구', 191), ('나', 182), ('감독', 180), ('저', 179), ('때', 176), ('도', 173), ('내', 171), ('기대', 161), ('나름', 153), ('뭐', 151), ('명탐정', 150), ('말', 150), ('인', 150), ('노잼', 148), ('발연기', 146), ('거', 146), ('알바', 146), ('난', 145), ('보기', 143), ('테러', 142), ('연기력', 133), ('안', 130), ('수준', 124), ('킬링타임', 123), ('함', 116), ('중간', 114), ('걸', 113), ('액션', 112), ('용', 109), ('느낌', 109), ('리얼', 103), ('김인권', 103), ('한국영', 102), ('내용', 101), ('때문', 100), ('처음', 99), ('그', 98), ('개', 94), ('임', 94), ('이건', 93), ('사극', 93), ('추천', 93), ('최악', 88), ('댓글', 86), ('피', 86), ('별로', 84), ('듯', 84), ('한국', 82), ('마지막', 82), ('수', 82), ('장면', 81), ('꼭', 81), ('오락', 80), ('제발', 78), ('초롱', 78), ('역시', 77), ('줄', 77), ('욕', 76), ('하나', 75), ('진심', 74), ('최우식', 74), ('못', 73), ('추석', 73), ('작품', 72), ('조선시대', 71), ('아이돌', 71), ('물', 71), ('보지', 70), ('가족', 70), ('봄', 69), ('전', 67), ('대안', 67), ('최고', 67), ('문제', 66)]"
29,"[('아이', 850), ('애', 176), ('살', 171), ('금비', 149), ('신비', 134), ('영화', 132), ('아들', 110), ('시간', 108), ('아파트', 91), ('보기', 82), ('어른', 81), ('딸', 75), ('더', 74), ('저', 65), ('재미', 62), ('티비', 61), ('좀', 61), ('집중', 60), ('정말', 58), ('볼', 55), ('보고', 54), ('세', 52), ('사투리', 48), ('또', 45), ('스토리', 45), ('생각', 42), ('극장판', 41), ('진짜', 40), ('조금', 37), ('강림', 36), ('해', 34), ('꼭', 33), ('감동', 33), ('내용', 33), ('우리', 32), ('추천', 31), ('그냥', 30), ('잼', 30), ('때', 28), ('만화', 27), ('엄마', 26), ('아주', 26), ('딸아이', 25), ('극장', 24), ('방학', 24), ('상영', 24), ('최고', 23), ('애기', 23), ('다음', 22), ('완전', 22), ('대요', 22), ('관람', 21), ('거', 21), ('말', 20), ('도깨비', 20), ('귀신', 20), ('별로', 20), ('중간', 18), ('역시', 18), ('조카', 17), ('초', 17), ('기대', 16), ('요', 16), ('정도', 16), ('재미나', 16), ('점', 15), ('애가', 15), ('이야기', 15), ('끝', 15), ('애니메이션', 15), ('용', 15), ('영상', 15), ('뭐', 14), ('한국', 14), ('영화관', 14), ('것', 14), ('애니', 14), ('어린이', 14), ('학년', 14), ('나름', 14), ('친구', 13), ('함', 13), ('꿀잼', 13), ('시리즈', 13), ('집', 13), ('한번', 13), ('무척', 13), ('캐릭터', 13), ('둘', 12), ('강추', 12), ('제', 12), ('짱', 12), ('금방', 12), ('동생', 12), ('살짝', 12), ('기분', 11), ('느낌', 11), ('계속', 11), ('아빠', 11), ('전', 11)]"
30,"[('영화', 3932), ('유아인', 866), ('생각', 713), ('연기', 703), ('감독', 671), ('이창동', 595), ('것', 590), ('이', 501), ('사람', 444), ('점', 427), ('진짜', 397), ('보고', 374), ('평점', 366), ('말', 349), ('배우', 346), ('시간', 337), ('이해', 332), ('그', 296), ('돈', 295), ('수', 281), ('정말', 274), ('작품', 268), ('나', 263), ('내', 262), ('재미', 258), ('왜', 247), ('청춘', 246), ('더', 246), ('그냥', 243), ('종수', 231), ('연출', 231), ('최고', 230), ('의미', 229), ('내용', 227), ('느낌', 225), ('뭐', 213), ('좀', 209), ('예술', 207), ('연', 202), ('역시', 192), ('하나', 185), ('결말', 184), ('스티븐', 184), ('노잼', 180), ('빛', 176), ('장면', 174), ('메타포', 169), ('해석', 169), ('해', 168), ('끝', 164), ('처음', 153), ('스토리', 149), ('볼', 148), ('소설', 146), ('아인', 146), ('거', 145), ('여운', 144), ('현실', 143), ('하루키', 143), ('계속', 140), ('관객', 138), ('속', 138), ('뭘', 136), ('우리', 131), ('임', 130), ('몰입', 129), ('때문', 127), ('이야기', 126), ('저', 122), ('걸', 121), ('듯', 120), ('안', 117), ('때', 116), ('난', 115), ('인생', 115), ('연기력', 114), ('자체', 113), ('별로', 111), ('개', 110), ('보지', 109), ('한국', 107), ('표현', 104), ('시대', 103), ('감', 103), ('최악', 103), ('대한', 102), ('전종', 101), ('알', 100), ('삶', 99), ('만', 99), ('한번', 98), ('분노', 97), ('칸', 97), ('내내', 96), ('테러', 95), ('마지막', 95), ('이영화', 95), ('분', 92), ('긴장감', 91), ('무엇', 91)]"
31,"[('영화', 1654), ('연기', 741), ('장동건', 597), ('배우', 498), ('진짜', 413), ('원작', 324), ('류승룡', 269), ('소설', 257), ('책', 227), ('내용', 215), ('스토리', 214), ('평점', 206), ('보고', 204), ('왜', 202), ('정말', 200), ('시간', 198), ('점', 194), ('생각', 183), ('것', 179), ('사람', 178), ('이', 173), ('처음', 173), ('말', 168), ('감독', 167), ('돈', 153), ('그냥', 151), ('연기력', 150), ('최악', 139), ('더', 139), ('재미', 131), ('좀', 131), ('내', 125), ('연출', 119), ('분위기', 119), ('느낌', 118), ('볼', 118), ('뭐', 116), ('스릴러', 116), ('이해', 114), ('거', 113), ('몰입', 109), ('정도', 106), ('긴장감', 96), ('수', 95), ('그', 95), ('끝', 95), ('송새벽', 95), ('듯', 93), ('캐릭터', 88), ('하나', 87), ('작품', 86), ('부', 85), ('노잼', 84), ('뭘', 80), ('중간', 80), ('최고', 80), ('알바', 79), ('안', 78), ('인생', 77), ('이야기', 76), ('나', 76), ('보지', 75), ('전개', 74), ('장면', 74), ('함', 71), ('개', 71), ('기분', 70), ('내내', 70), ('염력', 69), ('감', 68), ('걸', 67), ('역시', 66), ('밤', 62), ('임', 62), ('건', 62), ('때', 60), ('애', 58), ('무슨', 58), ('난', 57), ('아버지', 55), ('기대', 55), ('복수', 54), ('마을', 54), ('개연', 54), ('때문', 53), ('이건', 53), ('령', 52), ('별로', 52), ('못', 51), ('또', 51), ('쓰레기', 50), ('조금', 50), ('움', 50), ('도', 49), ('마지막', 49), ('결말', 49), ('저', 48), ('관객', 47), ('집중', 47), ('몰입도', 47)]"
32,"[('영화', 1870), ('박정민', 662), ('배우', 616), ('연기', 519), ('랩', 386), ('진짜', 346), ('감독', 296), ('정말', 288), ('김고은', 268), ('이준익', 251), ('감동', 237), ('생각', 214), ('스토리', 183), ('이', 173), ('힐링', 172), ('보고', 160), ('최고', 156), ('것', 156), ('고향', 155), ('재미', 150), ('노을', 146), ('그냥', 144), ('사람', 136), ('왜', 135), ('내', 134), ('중간', 131), ('볼', 127), ('더', 123), ('사투리', 121), ('점', 120), ('개연', 119), ('만', 119), ('하나', 116), ('평점', 116), ('시간', 115), ('내용', 112), ('말', 109), ('좀', 109), ('웃음', 109), ('청춘', 109), ('기대', 104), ('수', 103), ('마음', 101), ('그', 98), ('느낌', 97), ('꼭', 93), ('아버지', 89), ('장면', 89), ('때', 84), ('연기력', 83), ('이야기', 82), ('역시', 81), ('추천', 80), ('나', 80), ('이해', 80), ('뭐', 76), ('가사', 75), ('친구', 74), ('인생', 73), ('처음', 72), ('저', 71), ('거', 71), ('마지막', 69), ('주인공', 68), ('돈', 68), ('기분', 68), ('듯', 66), ('공감', 65), ('작품', 65), ('다시', 64), ('안', 62), ('또', 62), ('간만', 61), ('감성', 61), ('부분', 61), ('사랑', 59), ('매력', 58), ('내내', 58), ('끝', 57), ('캐릭터', 57), ('눈물', 56), ('정도', 54), ('용서', 53), ('전개', 52), ('개', 52), ('함', 50), ('계속', 49), ('모두', 49), ('보기', 49), ('연출', 48), ('알바', 48), ('대박', 47), ('쓰레기', 46), ('억지', 46), ('별로', 46), ('번', 45), ('신파', 45), ('임', 45), ('시나리오', 44), ('못', 44)]"
33,"[('영화', 3380), ('연기', 1411), ('정우성', 1329), ('생각', 800), ('곽도원', 750), ('배우', 632), ('스토리', 621), ('현실', 586), ('정말', 562), ('북한', 482), ('진짜', 442), ('볼', 414), ('재미', 382), ('최고', 372), ('것', 333), ('내용', 315), ('점', 308), ('남북', 307), ('더', 306), ('좀', 275), ('시간', 266), ('말', 257), ('신', 252), ('감독', 235), ('감동', 235), ('꼭', 231), ('이', 228), ('중간', 226), ('소재', 221), ('기대', 220), ('우리', 217), ('액션', 213), ('보고', 209), ('수', 207), ('전쟁', 199), ('연기력', 196), ('핵', 195), ('다시', 189), ('상황', 186), ('그냥', 186), ('평점', 175), ('사람', 174), ('추천', 169), ('몰입', 164), ('분단', 162), ('한번', 162), ('시나리오', 158), ('느낌', 157), ('주제', 157), ('긴장감', 156), ('정도', 156), ('이상', 148), ('부분', 148), ('전개', 147), ('왜', 147), ('한국영', 147), ('조금', 147), ('결말', 143), ('우리나라', 143), ('만', 140), ('함', 140), ('굿', 140), ('연출', 138), ('장면', 127), ('듯', 126), ('한반도', 126), ('모두', 126), ('중', 125), ('정치', 125), ('때', 125), ('역시', 123), ('거', 123), ('한국', 122), ('아주', 122), ('하나', 117), ('통일', 117), ('완전', 117), ('마지막', 117), ('스케일', 117), ('임', 116), ('안', 113), ('미국', 113), ('이야기', 113), ('작품', 112), ('김정은', 110), ('실감', 109), ('감', 109), ('나름', 109), ('대해', 108), ('지금', 105), ('그', 105), ('케미', 105), ('끝', 104), ('두', 102), ('상영', 100), ('도', 96), ('때문', 96), ('잼', 96), ('수작', 95), ('자체', 94)]"
34,"[('흥부', 1925), ('세상', 1910), ('글', 1899), ('자', 1242), ('영화', 661), ('김주혁', 495), ('배우', 434), ('연기', 295), ('감독', 198), ('스토리', 163), ('진짜', 135), ('점', 119), ('평점', 119), ('유작', 117), ('볼', 103), ('마지막', 102), ('생각', 97), ('정말', 91), ('개연', 90), ('감동', 89), ('내용', 88), ('작품', 87), ('것', 84), ('그냥', 77), ('재미', 75), ('보고', 74), ('말', 72), ('정우', 71), ('더', 71), ('자영', 67), ('수', 66), ('이', 64), ('정도', 60), ('흥부전', 60), ('돈', 57), ('고', 56), ('그', 56), ('좀', 54), ('느낌', 54), ('연출', 54), ('장면', 53), ('이야기', 52), ('사람', 51), ('왜', 50), ('전개', 47), ('김완선', 47), ('자고', 47), ('노잼', 44), ('부분', 44), ('내', 44), ('성추행', 43), ('최악', 42), ('흥', 41), ('혁', 41), ('듯', 40), ('임', 40), ('놀부', 38), ('때문', 38), ('시간', 38), ('중간', 38), ('가족', 38), ('자정', 37), ('안', 36), ('별로', 36), ('처음', 36), ('거', 35), ('연기력', 35), ('다시', 35), ('소재', 34), ('걸', 34), ('쓰레기', 34), ('부모님', 34), ('자아', 33), ('해석', 33), ('뭐', 32), ('끝', 31), ('개', 31), ('때', 31), ('저', 30), ('보기', 30), ('하나', 28), ('이건', 28), ('알바', 27), ('조금', 26), ('수준', 26), ('함', 26), ('꼭', 25), ('정해', 25), ('대사', 24), ('한번', 24), ('산', 23), ('자기', 23), ('역시', 23), ('나', 22), ('후반', 22), ('실망', 22), ('뭘', 21), ('흥부가', 21), ('기억', 21), ('재', 21)]"
35,"[('영화', 1132), ('마동석', 674), ('기대', 338), ('김영광', 335), ('감동', 320), ('배우', 235), ('가족', 188), ('스토리', 185), ('진짜', 171), ('연기', 169), ('마블리', 159), ('평점', 150), ('볼', 146), ('점', 142), ('케미', 141), ('보고', 138), ('정말', 132), ('보기', 131), ('생각', 129), ('재미', 125), ('것', 124), ('고스트', 101), ('그냥', 91), ('좀', 89), ('요', 89), ('코미디', 84), ('시간', 83), ('내용', 83), ('웃음', 81), ('더', 80), ('이', 80), ('전개', 78), ('코믹', 78), ('꼭', 77), ('수', 70), ('완전', 70), ('돈', 68), ('원더풀', 67), ('역시', 66), ('사람', 66), ('예상', 65), ('정도', 64), ('알바', 63), ('거', 63), ('추석', 63), ('시나리오', 62), ('마지막', 58), ('왜', 57), ('최고', 55), ('감독', 54), ('추천', 53), ('눈물', 52), ('때', 52), ('듯', 51), ('드라마', 51), ('연출', 50), ('저', 50), ('뭐', 50), ('대박', 49), ('억지', 47), ('이건', 47), ('노잼', 47), ('결말', 45), ('나', 43), ('이형', 43), ('내', 42), ('함', 41), ('별로', 40), ('한국영', 40), ('안', 40), ('하나', 39), ('장면', 39), ('말', 39), ('개', 38), ('느낌', 38), ('사랑', 37), ('유영', 37), ('임', 36), ('범죄', 36), ('작품', 35), ('이번', 35), ('테러', 35), ('신파', 35), ('가족영화', 34), ('때문', 33), ('마', 33), ('수준', 33), ('마음', 33), ('개봉', 33), ('형님', 32), ('끼리', 32), ('액션', 31), ('영혼', 31), ('만', 31), ('예고편', 31), ('중간', 31), ('캐', 31), ('급', 29), ('용', 29), ('또', 28)]"
36,"[('영화', 1156), ('꼭', 341), ('역사', 278), ('위안부', 177), ('우리', 169), ('것', 167), ('정말', 164), ('할머니', 162), ('연기', 156), ('사람', 155), ('더', 153), ('이', 143), ('생각', 140), ('눈물', 127), ('배우', 116), ('이야기', 115), ('가슴', 114), ('일본', 113), ('수', 112), ('그', 112), ('마음', 112), ('사과', 110), ('기억', 107), ('보고', 101), ('상영', 98), ('말', 95), ('감동', 94), ('분', 89), ('국민', 84), ('김희애', 84), ('관', 80), ('내내', 77), ('모두', 74), ('진짜', 69), ('라면', 67), ('최고', 62), ('할머님', 60), ('점', 56), ('절대', 56), ('한번', 55), ('때', 51), ('다시', 50), ('내용', 50), ('여성', 50), ('과거', 49), ('사실', 49), ('좀', 49), ('지금', 48), ('대한민국', 44), ('모든', 43), ('피해자', 41), ('재판', 41), ('장면', 41), ('알', 41), ('의미', 41), ('왜', 40), ('민족', 40), ('문제', 39), ('재미', 38), ('한국', 38), ('시간', 37), ('관심', 37), ('하나', 37), ('미래', 37), ('나', 36), ('안', 35), ('자극', 35), ('대해', 34), ('인간', 34), ('화가', 34), ('또', 34), ('위해', 33), ('게', 33), ('아픔', 33), ('내', 33), ('일', 32), ('반성', 32), ('한국인', 32), ('소재', 32), ('사죄', 32), ('끝', 32), ('그날', 32), ('스토리', 31), ('볼', 31), ('계속', 31), ('그냥', 31), ('영화로', 30), ('감독', 30), ('김해숙', 30), ('못', 30), ('놈', 30), ('날', 30), ('정부', 29), ('제발', 28), ('우리나라', 28), ('제', 28), ('거', 28), ('이제', 27), ('연출', 27), ('진심', 27)]"
37,"[('영화', 1077), ('이순재', 547), ('연기', 432), ('눈물', 381), ('감동', 375), ('진짜', 332), ('배우', 310), ('할아버지', 275), ('정말', 256), ('최고', 182), ('꼭', 164), ('선생님', 144), ('펑펑', 121), ('처음', 114), ('생각', 113), ('마음', 111), ('보고', 111), ('가슴', 109), ('사랑', 87), ('때', 84), ('더', 77), ('덕', 75), ('울', 74), ('계속', 68), ('내내', 63), ('끝', 62), ('아역', 62), ('가족', 61), ('오열', 59), ('이', 59), ('인생', 59), ('만', 57), ('추천', 56), ('사람', 56), ('번', 54), ('엄마', 53), ('그냥', 53), ('아이', 53), ('점', 52), ('것', 52), ('말', 51), ('스토리', 51), ('할머니', 50), ('오래오래', 49), ('콧물', 49), ('평점', 47), ('수', 47), ('할배', 46), ('시작', 45), ('나', 45), ('우리', 44), ('저', 44), ('재', 43), ('시간', 43), ('휴지', 43), ('상영', 43), ('돈', 42), ('한번', 42), ('아역배우', 41), ('왜', 40), ('존경', 40), ('내용', 39), ('눈', 38), ('연기력', 37), ('역시', 37), ('영화관', 36), ('대박', 36), ('항상', 35), ('거', 34), ('장면', 33), ('울면', 32), ('슬픔', 32), ('내', 32), ('정도', 32), ('그', 32), ('하나', 31), ('마지막', 31), ('좀', 31), ('안', 30), ('볼', 30), ('또', 30), ('이야기', 29), ('제', 28), ('모두', 27), ('여운', 26), ('앞', 26), ('친구', 25), ('부모님', 25), ('집', 24), ('다시', 24), ('억지', 24), ('관', 24), ('간만', 23), ('요', 23), ('몰입', 22), ('진심', 22), ('정지훈', 22), ('울음', 22), ('후회', 22), ('살', 22)]"
38,"[('영화', 859), ('드라마', 693), ('웹툰', 419), ('진짜', 322), ('연기', 294), ('원작', 245), ('배우', 242), ('유정', 225), ('더', 211), ('율', 208), ('오연서', 206), ('내용', 203), ('싱크로', 190), ('점', 168), ('느낌', 168), ('홍설', 162), ('사람', 160), ('시간', 149), ('생각', 141), ('박해진', 136), ('치인트', 135), ('돈', 129), ('보고', 129), ('정말', 128), ('그냥', 128), ('평점', 124), ('좀', 115), ('것', 113), ('선배', 112), ('왜', 112), ('안', 109), ('스토리', 109), ('이', 105), ('알바', 92), ('별로', 91), ('거', 90), ('개연', 87), ('캐릭터', 85), ('정도', 82), ('중간', 81), ('이해', 79), ('캐스팅', 79), ('하나', 71), ('스릴러', 70), ('김고은', 66), ('말', 64), ('장면', 64), ('눈', 63), ('보지', 60), ('내', 60), ('처음', 60), ('볼', 59), ('백인호', 59), ('때', 58), ('차라리', 56), ('뭐', 56), ('최악', 56), ('그', 55), ('안마', 54), ('의자', 54), ('연출', 52), ('영화로', 52), ('팬', 52), ('나', 51), ('줄', 51), ('임', 51), ('저', 50), ('듯', 50), ('개', 49), ('수', 48), ('노잼', 48), ('도', 46), ('로맨스', 46), ('재미', 45), ('움', 44), ('못', 44), ('걸', 44), ('보기', 43), ('대박', 43), ('대학생', 43), ('함', 43), ('백인하', 42), ('다시', 42), ('부분', 42), ('이건', 41), ('전개', 41), ('때문', 41), ('끝', 40), ('연기력', 40), ('내내', 40), ('싱크', 40), ('조금', 39), ('아쉬움', 39), ('기대', 38), ('결말', 37), ('말투', 35), ('난', 35), ('감', 35), ('역시', 35), ('나름', 34)]"
